-9223121298355016812	1.838170419432572e-06
-9220110881944986257	2.2131571313366294e-06
-9219785604524547238	6.24536769464612e-05
-9219514499661772594	1.2940719216203433e-06
-9219456691379472372	1.0661387932486832e-06
-9219107273176546890	2.1469829789566575e-06
-9219103277681996541	4.235144388076151e-06
-9218498211433623306	6.235074124560924e-06
-9218119334666750223	2.8822512376791565e-06
-9217047350158787276	7.882074896770064e-06
-9216388423612087215	8.896744816411228e-07
-9215584491517411129	6.389480404322967e-06
-9215270353568604978	8.455584065814037e-06
-9213269206360015010	1.8756691133603454e-05
-9212386218892034003	1.7058221146726282e-06
-9212288483633573994	2.477853740856517e-06
-9211337097433061130	2.3308000436372822e-06
-9211323788329374771	1.7352328995912103e-06
-9210964266493871504	4.323376742831897e-06
-9210935050168105026	3.742514991245116e-06
-9210543848409361952	4.18367562815547e-06
-9209836738263755242	1.6837640259836917e-06
-9209160204102530819	1.1256955076532904e-05
-9206727640322580406	5.918908755120356e-06
-9206503499580774622	2.499911715858616e-06
-9204996297141333296	1.183781705549336e-06
-9204727761224653800	1.8161123307436355e-06
-9204183882743169843	1.3874509932065848e-05
-9199505869011873627	9.55848577177676e-07
-9199339824250370685	3.4116442293452565e-06
-9197377547424283129	9.161441084870603e-06
-9197189395769125883	4.0366221583099104e-06
-9196365920667611461	3.0660683023597812e-06
-9195577381069142479	1.2536322174128145e-05
-9193729878366591800	6.602708253922174e-06
-9192307871288386101	1.1617237305472372e-06
-9192117161244955273	2.9043092126812553e-06
-9191616946308603601	4.396903477754677e-06
-9191122459007763536	1.8969918755828985e-06
-9190548395565978030	2.1175721940380754e-06
-9190367993184032780	1.860228394434671e-06
-9189811757227950589	1.860228394434671e-06
-9189631764004863455	4.77924288588838e-07
-9188688525738958334	1.1396656418583007e-06
-9187875320255836981	1.2058397942382726e-06
-9187546396433522910	6.950490205781534e-05
-9187244869692220928	2.5359398932778277e-05
-9186553972878631841	2.0808088265766855e-06
-9186175687424394875	4.69836368210963e-06
-9186072667343836343	3.683693421407952e-06
-9185027768130158852	2.7572555154620204e-06
-9184051069718844402	3.3969388368859654e-06
-9181776795425031486	1.6793524991953745e-05
-9181499741083886900	3.234444739064202e-05
-9181165927171656709	1.4852416825306136e-06
-9180819523494132067	6.624766228924273e-06
-9180724461807178810	1.1881933460244909e-05
-9180600456725032155	1.0301107067789417e-05
-9179982782146227890	9.117325134866405e-07
-9179841576491796046	2.2646258912573103e-06
-9179741710059129819	0.001417074934579432
-9178502111627171329	1.001435248326743e-05
-9177801817632829970	1.0543745702307206e-05
-9177627452838463460	4.411609097587643e-06
-9176861261381243116	2.6175546281592688e-06
-9176555698170489470	8.279119356302544e-06
-9176194158866610519	7.345328867813805e-06
-9175744560412066043	2.6925519705400802e-05
-9172945993797560848	4.918943886877969e-06
-9172758022001922057	1.8366998119745404e-05
-9171477033532075089	1.911697154355352e-06
-9171451513991398518	8.308530254907964e-07
-9170645338956480125	9.337905453321582e-07
-9170217644702462187	8.801160220173188e-06
-9169848592268647976	7.87472163210623e-06
-9169781115525582381	4.852769961871672e-06
-9167921184850998025	1.7352328995912103e-06
-9166834826463539798	3.2425325571239227e-06
-9166590088866033576	3.65428263648937e-06
-9166556282374574408	3.904273853549967e-06
-9166358309059026771	2.0955142190359766e-06
-9165512423188482039	1.4058326996746473e-05
-9164568804669282870	2.646965242547594e-07
-9164481870091300002	3.9704480059299385e-07
-9162578470983715599	1.3859805221727584e-05
-9162023970104592890	2.7940191102970857e-06
-9160852863030709683	3.793983751165797e-06
-9160568294954389581	6.7056457737635355e-06
-9160325798528825312	1.3624518942378927e-05
-9159690810505715493	0.00011992223880952224
-9159635546683021765	9.55848577177676e-07
-9159529376793013126	1.5734738099126844e-06
-9159292844356907650	5.3880448831478134e-05
-9157160989744341656	7.6247306424193084e-06
-9155488972168651132	8.396762495976873e-06
-9153635067873417240	1.0293754257872934e-06
-9153532214867822203	9.661423973739147e-06
-9152661696503060048	1.323482621273797e-07
-9151819510943017919	1.3940683857072145e-05
-9150473535253181609	3.816041953541571e-06
-9150390507818595116	9.42613769439049e-06
-9149520566524491180	3.2645905321260216e-06
-9149492166578456555	1.3675987702299608e-06
-9148091447440035921	4.60939590993803e-05
-9147959172235317950	5.220404091232922e-07
-9147935763698674671	1.2330447134445421e-05
-9147582992150701179	9.39672736421926e-06
-9147120323090157163	7.065927093208302e-06
-9145576399342357673	2.0661034341173945e-06
-9145368405521771866	5.823323590448126e-06
-9144042929824860096	6.088020199968014e-06
-9143955113132366261	6.9188731686153915e-06
-9142880875579673964	3.536639724188717e-06
-9142539389533055710	1.5220050499920035e-06
-9141593494851252199	4.735126822197344e-06
-9140900697339191992	4.293965957913315e-06
-9140215033062062224	3.073420884902589e-06
-9139356393999986309	2.352858018639381e-06
-9139131513986102275	8.426172826148104e-06
-9138809533913688781	1.4381845176103525e-05
-9138767870195337628	4.568956501316279e-05
-9137658849162639174	1.8455231156622176e-06
-9136926986257680528	3.0881261636750423e-07
-9136382325973059682	1.970518724192516e-06
-9135786124755726560	2.433737563478644e-06
-9135644910969262652	2.55873328569578e-06
-9135578284427203438	1.5925908883218654e-05
-9135532484401803075	5.146876901562791e-06
-9135167450116220283	7.132101131901436e-07
-9133671858436968033	4.526310658548027e-05
-9131312226146515971	6.507123089249944e-06
-9130826187357809097	1.514652353762358e-06
-9130779286489084179	2.646965413077851e-06
-9130217912441549851	7.683552212256473e-06
-9129388082060145111	1.3742162082053255e-05
-9128810341961091920	1.919049964271835e-06
-9127726477034332607	8.176181836461183e-06
-9127192261819339506	6.10272581980098e-06
-9126803898497825263	4.948354671796551e-06
-9126375593195896273	1.970518724192516e-06
-9125962098879025509	3.889568688464351e-06
-9125493883128117501	2.7719609079213114e-06
-9125406943760863838	4.095443728147075e-06
-9125124818923307530	7.514440767408814e-06
-9124096420945768030	1.624942683520203e-06
-9123605090640617915	5.146876901562791e-06
-9123024094800245300	4.367492692836095e-06
-9121921597227026788	1.2058397942382726e-06
-9121664645983539708	2.3381528535537655e-06
-9120165436389460088	3.58075590156659e-06
-9120085830692704634	1.2867192253906978e-06
-9119129461532334831	3.2792959245853126e-06
-9118163401402118699	3.2645905321260216e-06
-9117906911019845852	4.992470621800749e-06
-9117092252398111256	6.632118584093405e-06
-9116931065128581714	1.087461623683339e-05
-9116244058890051622	3.5881087114830734e-06
-9116236891765927826	7.701198774157092e-05
-9115870201380769309	7.612966146552935e-05
-9115693395556931691	3.4998763567273272e-06
-9115034683259216551	5.263049388304353e-05
-9114878233119943261	2.1690409539587563e-06
-9114424998999098877	1.9631659142760327e-06
-9114363439689719543	2.1837463464180473e-06
-9114238386254180623	6.837993851149804e-07
-9113831499401530908	7.360034032899421e-06
-9113447799078740871	3.698398813867243e-06
-9113316816908403235	4.308671577746281e-06
-9112802006164502789	8.448230801150203e-06
-9112738348196461210	6.96298957336694e-06
-9111575759069759930	5.882145046598453e-07
-9111521110110282335	3.3528228868817678e-06
-9110931240217879928	1.0448160537634976e-05
-9109643998996592617	2.3308000436372822e-06
-9109182367279984665	1.0624625247146469e-05
-9109071518317885443	1.7352328995912103e-06
-9108819770657557177	4.161617653153371e-06
-9108813832079665237	1.8161123307436355e-06
-9108219626516965433	8.235003292611509e-07
-9107705218269869948	3.852805093629286e-06
-9106991872364578487	3.249149813200347e-05
-9105199388255749720	6.0078760725446045e-05
-9104811412774197596	1.4117148339209962e-06
-9104544185047324681	3.992506208305713e-06
-9104488801514215570	4.367492692836095e-06
-9104396384430914666	1.7719962670526002e-06
-9104152730584857100	5.293930826155702e-06
-9104049529245914154	1.6153840988408774e-05
-9104046485363879564	6.617413532694627e-07
-9103762655168988499	0.00011291512782918289
-9103608105333331049	1.6837640259836917e-06
-9103092078541915810	1.1661352800729219e-05
-9102328716601841104	3.073420884902589e-06
-9101945298683910968	2.2352151063387282e-06
-9101215179022578795	2.470500930940034e-06
-9101166939228535653	1.0455512892804109e-05
-9101138278747615017	4.088090918230591e-06
-9100825283095303647	1.1029022743969108e-06
-9099738223310238051	9.70553969636967e-07
