it	0.01252871972318339
may	0.0009577854671280277
not	0.004207612456747405
look	0.0009854671280276816
like	0.0022200692041522492
much	0.0008692041522491349
now	0.002164705882352941
but	0.004495501730103806
this	0.0061397923875432525
is	0.011941868512110727
actually	0.000514878892733564
going	0.0012401384083044983
to	0.02546159169550173
turn	0.00015501730103806229
into	0.001384083044982699
one	0.00298961937716263
of	0.025284429065743946
the	0.05528581314878893
three	0.0010131487889273357
student	8.858131487889273e-05
lounges	5.536332179930796e-06
which	0.002579930795847751
a	0.02232249134948097
really	0.0008027681660899654
big	0.0003377162629757785
step	0.00018823529411764707
up	0.0022698961937716263
from	0.0037536332179930795
our	0.001572318339100346
old	0.00034325259515570933
campus	2.7681660899653978e-05
right	0.002524567474048443
beside	2.7681660899653978e-05
me	0.0037647058823529413
be	0.005508650519031142
future	0.0003930795847750865
home	0.00062560553633218
nittany	5.536332179930796e-06
lion	1.6608996539792388e-05
well	0.0023197231833910034
that	0.014078892733564014
for	0.007645674740484429
first	0.0014283737024221453
at	0.004860899653979239
new	0.0008636678200692042
building	0.0001273356401384083
i	0.0173840830449827
hope	0.000271280276816609
you	0.01870726643598616
as	0.005957093425605536
excited	2.2145328719723183e-05
am	0.0005923875432525951
and	0.024586851211072663
come	0.00125121107266436
back	0.0012401384083044983
in	0.018419377162629758
month	0.0001384083044982699
or	0.0031003460207612455
so	0.003797923875432526
give	0.0007584775086505191
an	0.0032387543252595154
updated	1.6608996539792388e-05
bye	0.00010519031141868512
video	6.089965397923875e-05
demonstrating	1.1072664359861592e-05
grade	0.0001384083044982699
by	0.004406920415224913
submission	2.2145328719723183e-05
method	7.750865051903114e-05
grading	2.2145328719723183e-05
etudes	5.536332179930796e-06
preferred	8.304498269896193e-05
over	0.001168166089965398
question	0.00028788927335640137
assessment	7.750865051903114e-05
has	0.0019155709342560555
more	0.0019377162629757784
than	0.0011958477508650519
on	0.007368858131487889
requires	0.00011072664359861591
manual	2.2145328719723183e-05
because	0.001439446366782007
with	0.006925951557093426
remain	6.089965397923875e-05
single	0.00019930795847750865
until	0.0003820069204152249
finish	7.197231833910034e-05
all	0.003521107266435986
questions	8.304498269896193e-05
before	0.0008581314878892734
move	0.0005314878892733564
next	0.0005647058823529411
after	0.0013231833910034602
log	4.4290657439446366e-05
click	2.7681660899653978e-05
assignments	5.536332179930796e-06
tests	2.2145328719723183e-05
amp	0.0003321799307958477
surveys	5.536332179930796e-06
when	0.0019875432525951558
main	0.0002602076124567474
s	0.0004041522491349481
page	0.00015501730103806229
red	0.0001328719723183391
pen	1.6608996539792388e-05
icon	1.6608996539792388e-05
want	0.0015058823529411766
remember	0.00014394463667820068
means	0.0002491349480968858
there	0.0029231833910034603
are	0.005420069204152249
ungraded	5.536332179930796e-06
submissions	5.536332179930796e-06
takes	7.750865051903114e-05
see	0.001572318339100346
listing	1.1072664359861592e-05
your	0.00285121107266436
students	0.000243598615916955
details	4.4290657439446366e-05
about	0.0023750865051903112
their	0.0018657439446366781
attempts	1.1072664359861592e-05
have	0.0047833910034602075
listed	6.089965397923875e-05
here	0.002031833910034602
shows	9.965397923875432e-05
they	0.003465743944636678
started	0.00017716262975778547
finished	6.089965397923875e-05
auto	1.1072664359861592e-05
score	6.089965397923875e-05
manually	5.536332179930796e-06
graded	6.089965397923875e-05
0	1.1072664359861592e-05
final	0.00019930795847750865
then	0.0019044982698961938
columns	5.536332179930796e-06
evaluated	2.2145328719723183e-05
released	0.0001605536332179931
notice	3.875432525951557e-05
who	0.0022034602076124567
